StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2007-11-08 14:00:58;2007-11-08 14:01:55;2007-11-08 14:01:55;00:00:01;00:00:57;0.99108;0.953834;1;55;0;0;0.99108;2.82682;0.99108;2.82682;0;0;1;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:008;;54;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:01:56;2007-11-08 14:01:56;00:00:01;00:00:58;0.98912;0.954426;1;56;0;0;3.95648;2.84624;3.95648;2.84624;0;0;1;0;0;1;55;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:008;00:00:00:008;;56;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:01:57;2007-11-08 14:01:57;00:00:01;00:00:59;0.993049;0.955062;1;57;0;0;1.9861;2.83167;1.9861;2.83167;0;0;1;0;0;1;56;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:008;;56;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:01:58;2007-11-08 14:01:58;00:00:01;00:01:00;0.988142;0.955598;1;58;0;0;1.97628;2.81737;2.96443;2.83384;0;0;2;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:011;00:00:00:008;;57;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:01:59;2007-11-08 14:02:00;00:00:01;00:01:01;0.986193;0.9561;1;59;0;0;3.94477;2.83589;2.95858;2.83589;0;0;1;0;0;2;58;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006;00:00:00:008;;58;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:02:00;2007-11-08 14:02:01;00:00:01;00:01:02;0.99108;0.956648;1;60;0;0;0.99108;2.80617;0.99108;2.80617;0;0;2;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:008;;58;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:02:01;2007-11-08 14:02:02;00:00:01;00:01:03;0.998004;0.957283;1;61;0;0;6.98603;2.87185;6.98603;2.87185;0;0;0;0;0;3;61;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:009;00:00:00:008;;61;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:02:02;2007-11-08 14:02:03;00:00:01;00:01:04;0.99108;0.957795;1;62;0;0;0.99108;2.84249;0.99108;2.84249;0;0;1;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:008;;61;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:02:03;2007-11-08 14:02:04;00:00:01;00:01:05;0.99108;0.958292;1;63;0;0;4.9554;2.87487;4.9554;2.87487;0;0;0;0;0;2;63;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:008;00:00:00:008;;63;0;0;0;0;0;0;
2007-11-08 14:00:58;2007-11-08 14:02:04;2007-11-08 14:02:05;00:00:01;00:01:06;0.99108;0.958773;1;64;0;0;0.99108;2.84636;0.99108;2.84636;0;0;1;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:008;;63;0;0;0;0;0;0;
